PSP:ON_PROT_INTERACT,count
HDAC6(INDUCES),2
G3BP-1(INDUCES),2
POLRMT(DISRUPTS),2
MMP14(INDUCES),2
KLF1(INDUCES),2
SPTAN1(DISRUPTS),2
ACTG1(DISRUPTS),2
emerin(INDUCES),2
PPAR-alpha(INDUCES),2
Hrs(INDUCES),2
SMC3(INDUCES),2
PIK3R3(INDUCES),2
ARP2(DISRUPTS),2
CCDC32(INDUCES),2
HIF1AN(INDUCES),2
NDR2(INDUCES),2
CDC23(DISRUPTS),2
APC1(DISRUPTS),2
PLM(INDUCES),2
PPP2R2A(DISRUPTS),2
KI-67(INDUCES),2
ATP1A1(DISRUPTS),2
FAM105B(INDUCES),2
NHERF(DISRUPTS),2
LC3C(INDUCES),2
ATF-4(INDUCES),2
CDK6(DISRUPTS),2
TXN(DISRUPTS),2
TPX2(INDUCES),2
RAD52(INDUCES),2
UBE2M(INDUCES),2
NANOG(INDUCES),2
FBXO9(INDUCES),2
RASD2(INDUCES),2
DLG1(DISRUPTS),2
TUBG1(DISRUPTS),2
AXL(INDUCES),2
IPO13(INDUCES),2
FAS(INDUCES),2
SCN8A(INDUCES),2
Fes(INDUCES),2
BRSK1(INDUCES),2
WWP2(DISRUPTS),2
VACAMKL(INDUCES),2
PML(DISRUPTS),2
TRIM3(INDUCES),2
HIF1A(DISRUPTS),2
MCM5(DISRUPTS),2
Cbl-b(INDUCES),2
CENTG1(INDUCES),2
GRB10(INDUCES),2
RAD51(DISRUPTS),2
PKM iso2(DISRUPTS),2
TEAD4(INDUCES),2
STRAP(INDUCES),2
EIF4A1(INDUCES),2
POLM(DISRUPTS),2
eIF3-alpha(INDUCES),2
ULK1(DISRUPTS),2
TERT(INDUCES),2
WAVE2(INDUCES),2
RIP(INDUCES),2
MYO3A(INDUCES),2
P70S6KB(DISRUPTS),2
TAF12(INDUCES),2
TNF-R1(INDUCES),2
CCNA1(INDUCES),2
DYN2(INDUCES),2
MCPH1(INDUCES),2
CCNA2(INDUCES),2
USP24(INDUCES),2
POLR1B(INDUCES),2
TWISTNB(DISRUPTS),2
SEPT7(DISRUPTS),2
Myb(INDUCES),2
RAC3(INDUCES),2
STAT6(INDUCES),2
EEF1E1(DISRUPTS),2
KPNB2(DISRUPTS),2
SART3(DISRUPTS),2
PABP 1(INDUCES),2
PDK1(DISRUPTS),2
TAZ(INDUCES),2
ITGB5(INDUCES),2
MTA1(INDUCES),2
IkB-alpha(DISRUPTS),2
ERK5(DISRUPTS),2
MRE11A(DISRUPTS),2
PERK(INDUCES),2
MC1R(INDUCES),2
Sin1(INDUCES),2
APP(DISRUPTS),2
LIG3(INDUCES),2
RGS2(INDUCES),2
hnRNP U(DISRUPTS),2
Ezrin(INDUCES),2
HAUS8(INDUCES),2
MMP9(DISRUPTS),2
CtIP(INDUCES),2
PAR3(INDUCES),2
CXCR4(INDUCES),2
SRC-1(INDUCES),2
NBS1(DISRUPTS),2
PCAF(DISRUPTS),2
IkB-beta(INDUCES),2
HSPA9B(DISRUPTS),2
VHL(DISRUPTS),2
H4(DISRUPTS),2
CDC5L(INDUCES),2
GM130(INDUCES),2
STXBP1(DISRUPTS),2
MCM2(INDUCES),2
CDH5(DISRUPTS),2
GABARAP(INDUCES),2
Elf-2(INDUCES),2
WDR34(INDUCES),2
WDR60(INDUCES),2
APP(INDUCES),2
YpkA(INDUCES),2
EID1(DISRUPTS),2
ARF1(DISRUPTS),2
Elf-1(DISRUPTS),2
E2F2(INDUCES),2
NKX3-1(INDUCES),2
GADD45A(DISRUPTS),2
CSRP1(INDUCES),2
NEDD4 iso4(INDUCES),2
TFEB(DISRUPTS),2
MAPKAPK5(INDUCES),2
SH3KBP1(DISRUPTS),2
TTK(INDUCES),2
VEGFR2(INDUCES),2
GEFT(INDUCES),2
PPP5C(INDUCES),2
RECQL4(INDUCES),2
H4(INDUCES),2
RNF168(DISRUPTS),2
U2AF2(INDUCES),2
STX4(INDUCES),2
GGA1(INDUCES),2
BUB3(INDUCES),2
COP1(DISRUPTS),2
COP1(INDUCES),2
PSD-95(DISRUPTS),2
AML3(INDUCES),2
FANCM(INDUCES),2
Fos(INDUCES),2
HYPK(INDUCES),2
IP3R2(INDUCES),2
SLK(INDUCES),2
CTBP1(INDUCES),2
AMPKA1(INDUCES),2
Mad1(INDUCES),2
RPA1(DISRUPTS),2
SMAD2(INDUCES),2
Abi-1(INDUCES),2
DLG1(INDUCES),2
AKAP7(NOT_REPORTED),2
Myc(DISRUPTS),2
Hck(INDUCES),2
CCNH(INDUCES),2
EHMT2(INDUCES),2
JNK1(NOT_REPORTED),2
SMURF1(DISRUPTS),2
APPL(DISRUPTS),2
STMN1(INDUCES),2
BCDIN3(DISRUPTS),2
PXN iso2(INDUCES),2
Desmoplakin(INDUCES),2
HEXIM1(DISRUPTS),2
TIRAP(INDUCES),2
SKP1A(INDUCES),2
PXN iso2(DISRUPTS),2
caveolin-1(INDUCES),2
eIF3-eta(INDUCES),2
NFkB-p105(DISRUPTS),2
SHP-2(DISRUPTS),2
Calmodulin(NOT_REPORTED),2
ADRB2(DISRUPTS),2
MRLC3(DISRUPTS),2
DNAJB12(INDUCES),2
CUL1(INDUCES),2
SHP-2(NOT_REPORTED),2
PELI1(INDUCES),2
KRas iso2(INDUCES),2
RIPK1(DISRUPTS),2
SHPS1(INDUCES),2
CD3Z(INDUCES),2
EPRS(DISRUPTS),2
CDC42 iso1(INDUCES),2
BRD4(INDUCES),2
eIF4G(INDUCES),2
HSBP1(DISRUPTS),2
CCNE1(DISRUPTS),2
ATG7(DISRUPTS),2
CAMK2A(INDUCES),2
BUB1(INDUCES),2
TIAF1(INDUCES),2
NRP1(INDUCES),2
UBE2W(NOT_REPORTED),1
neurogranin(DISRUPTS),1
RASD1(DISRUPTS),1
HJURP(INDUCES),1
MAP2(INDUCES),1
RAB5A(DISRUPTS),1
MBP(DISRUPTS),1
PIK3CB(INDUCES),1
RASA1(DISRUPTS),1
UBE2N(INDUCES),1
CAND1(INDUCES),1
NFYA(INDUCES),1
TUBB1(INDUCES),1
C1QBP(DISRUPTS),1
Notch 1(INDUCES),1
PAX2(INDUCES),1
LCMT1(INDUCES),1
JAK2(DISRUPTS),1
PPP2R3A(DISRUPTS),1
PPP2R5D(NOT_REPORTED),1
PPP2R5A(NOT_REPORTED),1
PPP2R2B(DISRUPTS),1
PPP2R5A(DISRUPTS),1
SNX18(DISRUPTS),1
PPP2R5D(INDUCES),1
PPP2R2A(NOT_REPORTED),1
WNK4(DISRUPTS),1
CDK5RAP3(DISRUPTS),1
KPNB3(DISRUPTS),1
AP1S1(INDUCES),1
PKG1(INDUCES),1
TICAM1(DISRUPTS),1
G-alpha i1(INDUCES),1
CAPRIN1(DISRUPTS),1
TARP(INDUCES),1
TAFII31(INDUCES),1
PELP1(INDUCES),1
G-alpha i1(DISRUPTS),1
G-alpha i3(DISRUPTS),1
MSH6(DISRUPTS),1
RNF31(DISRUPTS),1
U2AF1(DISRUPTS),1
USP33(INDUCES),1
DAD1(DISRUPTS),1
FMR1(INDUCES),1
USP10(INDUCES),1
EPB41L1(DISRUPTS),1
DDA1(INDUCES),1
FGFR2(NOT_REPORTED),1
G-beta 2(DISRUPTS),1
ANKRA2(DISRUPTS),1
NDEL1(DISRUPTS),1
AKAP6(INDUCES),1
STIM1(DISRUPTS),1
GIPC1(DISRUPTS),1
DVL1(INDUCES),1
DVL3(INDUCES),1
MAT1A(INDUCES),1
EPS15(DISRUPTS),1
TSAd(INDUCES),1
GAB2(DISRUPTS),1
RFA2(INDUCES),1
Claudin-1(DISRUPTS),1
Claudin-2(DISRUPTS),1
epsin 1(INDUCES),1
TACE(DISRUPTS),1
DROSHA(DISRUPTS),1
VAMP2(INDUCES),1
ADRM1(INDUCES),1
DNA2(INDUCES),1
COL4A3BP(INDUCES),1
AKAP11(INDUCES),1
APLF(INDUCES),1
GRK5(INDUCES),1
NOB1P(DISRUPTS),1
RAD50(INDUCES),1
ARHGAP27(DISRUPTS),1
CUL1(DISRUPTS),1
KIF20A(DISRUPTS),1
NPM1(NOT_REPORTED),1
HJURP(DISRUPTS),1
ACTN1 iso2(DISRUPTS),1
DNMT3A(DISRUPTS),1
NEDD4(DISRUPTS),1
G3BP-2(INDUCES),1
SWAP-70(DISRUPTS),1
ELF4(INDUCES),1
Scribble(INDUCES),1
IGF2BP2(INDUCES),1
IGF2BP3(INDUCES),1
FAM134B(INDUCES),1
PAH(DISRUPTS),1
STYK1(INDUCES),1
ATP5C(INDUCES),1
CaR(DISRUPTS),1
CHCHD1(INDUCES),1
EB3(INDUCES),1
TrkA(INDUCES),1
HAUS6(INDUCES),1
TRAP(INDUCES),1
MRPL12(INDUCES),1
CCM2(INDUCES),1
SEC61A1(INDUCES),1
SEC61B(INDUCES),1
TRIM21(DISRUPTS),1
RBM21(INDUCES),1
ZBP1(INDUCES),1
KIF20A(INDUCES),1
Oct1(DISRUPTS),1
ABCG2(INDUCES),1
OGA(DISRUPTS),1
FDXR(INDUCES),1
ARPC2(DISRUPTS),1
CCNA1(DISRUPTS),1
AKAP12(INDUCES),1
CCNB1(DISRUPTS),1
GAPVD1(INDUCES),1
XPA(INDUCES),1
PKN1(INDUCES),1
ARPC4(DISRUPTS),1
Diaphanous-1(INDUCES),1
SSH1(INDUCES),1
PKN2(DISRUPTS),1
Diaphanous-1(DISRUPTS),1
ATR(DISRUPTS),1
RTKN(DISRUPTS),1
ROCK2(DISRUPTS),1
DAAM1(DISRUPTS),1
RhoGDI alpha(DISRUPTS),1
utrophin(DISRUPTS),1
MON1A(DISRUPTS),1
SMTNL2(INDUCES),1
TLK1(INDUCES),1
GDI1(DISRUPTS),1
FOXK2(INDUCES),1
FOXK1(INDUCES),1
RUBCNL(INDUCES),1
FBXL6(INDUCES),1
TRIM56(INDUCES),1
OCRL(DISRUPTS),1
SDS3(INDUCES),1
G-alpha i2(INDUCES),1
ABHD5(DISRUPTS),1
FKBPL(INDUCES),1
CASP10(INDUCES),1
STX8(INDUCES),1
TRPV5(INDUCES),1
Vinculin(DISRUPTS),1
STAG1(INDUCES),1
STAG2(INDUCES),1
RPT2(INDUCES),1
UBE1(DISRUPTS),1
ATP1A1(NOT_REPORTED),1
MEKK1(INDUCES),1
UBR5(DISRUPTS),1
UBE2D3(DISRUPTS),1
Src iso1(INDUCES),1
ARPC1B(INDUCES),1
CAB39(INDUCES),1
PSMD7(INDUCES),1
CRYAB(INDUCES),1
GRASP65(DISRUPTS),1
DNMT3A(INDUCES),1
PABP 1(DISRUPTS),1
SMARCA4(DISRUPTS),1
RREB1(INDUCES),1
WDR77(DISRUPTS),1
Bcl-9L(INDUCES),1
AMBRA1(INDUCES),1
TCF4(NOT_REPORTED),1
H2AFY iso1(INDUCES),1
NEK8(DISRUPTS),1
LEF-1(INDUCES),1
HSP60(INDUCES),1
ID4(INDUCES),1
CYBA(DISRUPTS),1
POLQ(INDUCES),1
VPS36(INDUCES),1
STAM2(INDUCES),1
STAM1(INDUCES),1
RARB(INDUCES),1
CUL4B(DISRUPTS),1
RNF34(INDUCES),1
SETD6(INDUCES),1
PRRC2C(DISRUPTS),1
PKCT(INDUCES),1
PRPS1(INDUCES),1
PRPS2(INDUCES),1
PRDM16(INDUCES),1
BMAL1(DISRUPTS),1
CENPT(INDUCES),1
CENPA(INDUCES),1
ARID1A(INDUCES),1
CA2(INDUCES),1
PNPLA2(DISRUPTS),1
PACS2(INDUCES),1
HDAC2(DISRUPTS),1
RAB3A(INDUCES),1
SNCAIP(INDUCES),1
CUL2(INDUCES),1
HSP90B(DISRUPTS),1
COMMD1(INDUCES),1
DHODH(INDUCES),1
DRBP1(INDUCES),1
eIF4G(DISRUPTS),1
NKD2(INDUCES),1
eEF1B(INDUCES),1
CRADD(INDUCES),1
CENPQ(INDUCES),1
nNOS(DISRUPTS),1
RILP(INDUCES),1
ATG16L1(INDUCES),1
PPP2CB(DISRUPTS),1
DYNLL2(INDUCES),1
GRP94(DISRUPTS),1
PRDM16(DISRUPTS),1
TIFA(INDUCES),1
CASP1(INDUCES),1
BARD1(INDUCES),1
METTL3(INDUCES),1
CRMP-2(DISRUPTS),1
SLX4(INDUCES),1
MYO5B(INDUCES),1
STF-1(DISRUPTS),1
GluR1(DISRUPTS),1
CTBP2(INDUCES),1
FANCI(INDUCES),1
STS2(INDUCES),1
GCN5(DISRUPTS),1
SF1(INDUCES),1
SYP(INDUCES),1
STS-1(INDUCES),1
PPPM1A(INDUCES),1
CAP1(DISRUPTS),1
ARL13B(INDUCES),1
SLBP(DISRUPTS),1
DNMT1(INDUCES),1
RARA(INDUCES),1
MEF2D(DISRUPTS),1
USP13(DISRUPTS),1
USP13(INDUCES),1
SPTBN4(INDUCES),1
DOK6(INDUCES),1
TAT-SF1(DISRUPTS),1
PERK(DISRUPTS),1
RAD54L2(INDUCES),1
PITX1(INDUCES),1
KLHL6(DISRUPTS),1
MKK7(DISRUPTS),1
PKM iso2(INDUCES),1
BRD4(NOT_REPORTED),1
CDC25C(DISRUPTS),1
G-alpha(q)(DISRUPTS),1
CDC16(DISRUPTS),1
APC4(DISRUPTS),1
SMO(INDUCES),1
DBC-1(DISRUPTS),1
PLK2(INDUCES),1
TAT(INDUCES),1
HEXIM1(INDUCES),1
SIRT3(DISRUPTS),1
VDR(DISRUPTS),1
RSK2(INDUCES),1
NPL4(INDUCES),1
SYVN1(DISRUPTS),1
ATG4B(INDUCES),1
LIMK2(DISRUPTS),1
SH3PXD2B(INDUCES),1
PHACTR1(INDUCES),1
MED1(DISRUPTS),1
EDG-1(INDUCES),1
PKCI(DISRUPTS),1
MST3(INDUCES),1
TSC2(INDUCES),1
CDK16(INDUCES),1
RAPGEF1(INDUCES),1
Abi-1(DISRUPTS),1
SET iso2(DISRUPTS),1
ACAT1(INDUCES),1
PYGM(INDUCES),1
KRas(DISRUPTS),1
ZAP(DISRUPTS),1
OSCP1(INDUCES),1
MARCH8(INDUCES),1
MARCH1(INDUCES),1
MYH1(INDUCES),1
NEDD4 iso4(DISRUPTS),1
SGOL2(INDUCES),1
HSF1(INDUCES),1
POLR3A(INDUCES),1
MCU(DISRUPTS),1
K5(DISRUPTS),1
NFL(DISRUPTS),1
K8(DISRUPTS),1
NFH(DISRUPTS),1
desmin(DISRUPTS),1
K14(DISRUPTS),1
K18(DISRUPTS),1
ITGB4(INDUCES),1
Tau iso8(INDUCES),1
TRF2(DISRUPTS),1
FBXO4(DISRUPTS),1
NOD2(INDUCES),1
NOD1(INDUCES),1
TAB1(INDUCES),1
XIAP(DISRUPTS),1
VPS4A(INDUCES),1
VPS4B(INDUCES),1
TRF1(INDUCES),1
TINF2(INDUCES),1
TUBB3(INDUCES),1
MPRIP(INDUCES),1
ATG7(INDUCES),1
EphA2(INDUCES),1
REG3G(DISRUPTS),1
VANGL2(DISRUPTS),1
TUBA4A(INDUCES),1
KLC1(DISRUPTS),1
UFD1L(DISRUPTS),1
SERT(INDUCES),1
XRCC3(INDUCES),1
STX1A(INDUCES),1
PICK1(INDUCES),1
H2AX(DISRUPTS),1
FGFR3(INDUCES),1
DAB1(DISRUPTS),1
NPHS1(DISRUPTS),1
PPP6C(INDUCES),1
PDHK1(DISRUPTS),1
RAB8A(INDUCES),1
LC3A(DISRUPTS),1
RAB3IP(INDUCES),1
NOLA1(INDUCES),1
G6PD(DISRUPTS),1
GPIbA(INDUCES),1
LPAR1(INDUCES),1
ERas(DISRUPTS),1
CASP9(DISRUPTS),1
WIT1(INDUCES),1
CBCP1(DISRUPTS),1
Cas-L(DISRUPTS),1
REL(INDUCES),1
TOP3A(INDUCES),1
SMC2L1(INDUCES),1
CNAP1(INDUCES),1
RNF6(INDUCES),1
RNF14(INDUCES),1
Ku80(DISRUPTS),1
Ku70(DISRUPTS),1
CREB3 iso3(INDUCES),1
WIPF1(DISRUPTS),1
CDK5(INDUCES),1
MCAM(INDUCES),1
KLHL3(DISRUPTS),1
Bcl-3(DISRUPTS),1
cGAS(INDUCES),1
DNAH1(INDUCES),1
WIPF1(NOT_REPORTED),1
ACP1(DISRUPTS),1
IRAK1(INDUCES),1
PGK1(DISRUPTS),1
CMTM4(DISRUPTS),1
CASC5(INDUCES),1
Ig-beta(DISRUPTS),1
MIB1(DISRUPTS),1
MYO1E(DISRUPTS),1
FPR2(INDUCES),1
S100A11(DISRUPTS),1
DMAP1(INDUCES),1
LNK(INDUCES),1
AP2M1(NOT_REPORTED),1
ITM1(INDUCES),1
SPTLC3(INDUCES),1
EPOR(DISRUPTS),1
RAB8A(DISRUPTS),1
OPA1(DISRUPTS),1
ARHGAP3(INDUCES),1
ARHGAP2(INDUCES),1
APC(INDUCES),1
KPNA4(INDUCES),1
FBPase(DISRUPTS),1
HERC2(DISRUPTS),1
ANK3(DISRUPTS),1
FBXO22(INDUCES),1
WDR67(INDUCES),1
TLE3(INDUCES),1
CASP7(DISRUPTS),1
NCK2(NOT_REPORTED),1
PHB(INDUCES),1
Spinophilin(INDUCES),1
ACSL4(INDUCES),1
ZNF207(DISRUPTS),1
BLNK(INDUCES),1
RB1CC1(INDUCES),1
ATG101(INDUCES),1
COPB1(DISRUPTS),1
FKBP12(DISRUPTS),1
LIMD1(INDUCES),1
MAST2(DISRUPTS),1
Arp3(INDUCES),1
MAPKAPK2(DISRUPTS),1
LDH-A(INDUCES),1
MOBP(INDUCES),1
RPS2(INDUCES),1
KCNE1(INDUCES),1
MEK1(NOT_REPORTED),1
PPP2CA(NOT_REPORTED),1
MKK6(DISRUPTS),1
PHLPP(DISRUPTS),1
FBXL8(INDUCES),1
AP3M1(INDUCES),1
IRAK4(INDUCES),1
AP3M2(INDUCES),1
FADD(DISRUPTS),1
TOP2A(DISRUPTS),1
KPNA6(DISRUPTS),1
CBX3(DISRUPTS),1
Akt2(DISRUPTS),1
CRY1(INDUCES),1
HOXC9(INDUCES),1
DVL2(DISRUPTS),1
cIAP1(INDUCES),1
CRIP1(DISRUPTS),1
PLD1(INDUCES),1
ME1(DISRUPTS),1
E1B-AP5(DISRUPTS),1
TTK(NOT_REPORTED),1
CDC27(DISRUPTS),1
EEF1A2(INDUCES),1
SLC29A1(DISRUPTS),1
CACNA1A(INDUCES),1
SENP1(INDUCES),1
CBFB(DISRUPTS),1
eNOS(INDUCES),1
ROMK(DISRUPTS),1
APBA2(INDUCES),1
CLOCK(INDUCES),1
CBX1(DISRUPTS),1
GLT1(INDUCES),1
GBF1(INDUCES),1
KCNJ8(DISRUPTS),1
RFA2(DISRUPTS),1
NHLRC1(INDUCES),1
laforin(INDUCES),1
DAG1(INDUCES),1
TXN(INDUCES),1
RRM2(INDUCES),1
DLK(DISRUPTS),1
KCNJ8(INDUCES),1
TCF20(INDUCES),1
FLNB(DISRUPTS),1
MGAT1(DISRUPTS),1
H3 iso3(INDUCES),1
MMS22L(INDUCES),1
CHD-3 iso3(INDUCES),1
KLF4(DISRUPTS),1
AurA(DISRUPTS),1
CDON(INDUCES),1
UBE3A(INDUCES),1
ATP6V1B1(INDUCES),1
KCTD15(INDUCES),1
AKAP6(DISRUPTS),1
RBM17(INDUCES),1
RBM17(DISRUPTS),1
U2AF2(DISRUPTS),1
RIPK3(INDUCES),1
CARD9(INDUCES),1
STX3(INDUCES),1
WWOX(INDUCES),1
AKAP13(INDUCES),1
Moesin(DISRUPTS),1
DNCLI1(DISRUPTS),1
TIM-1(DISRUPTS),1
TMEM66(DISRUPTS),1
SRC-1(NOT_REPORTED),1
SRC-2(NOT_REPORTED),1
NRIF3(INDUCES),1
MEKK3(INDUCES),1
CDC45L(INDUCES),1
LAMTOR1(DISRUPTS),1
53BP2(INDUCES),1
EGF(INDUCES),1
PKCA(NOT_REPORTED),1
SLC5A1(INDUCES),1
KPNA7(DISRUPTS),1
SNAP29(DISRUPTS),1
SCFD1(DISRUPTS),1
GOSR2(DISRUPTS),1
RALBP1(NOT_REPORTED),1
PKCE(INDUCES),1
AML2(INDUCES),1
SEPT6(DISRUPTS),1
SEPT9(DISRUPTS),1
SEPT8(INDUCES),1
SEPT11(DISRUPTS),1
RAC1(NOT_REPORTED),1
PTPN14(DISRUPTS),1
PKCZ(INDUCES),1
COX2(INDUCES),1
PIK3R6(DISRUPTS),1
ERCC2(DISRUPTS),1
MARCH6(INDUCES),1
HSP20(INDUCES),1
AIP1(INDUCES),1
ERCC2(INDUCES),1
CCND3(DISRUPTS),1
NXF1(DISRUPTS),1
THBS1(DISRUPTS),1
TRAF4(INDUCES),1
FMNL2(DISRUPTS),1
p40phox(DISRUPTS),1
p67phox(DISRUPTS),1
ZMYM5(INDUCES),1
PIAS2(INDUCES),1
NISCH(INDUCES),1
DAT(INDUCES),1
GABPA(INDUCES),1
AIP(INDUCES),1
Bcl-10(DISRUPTS),1
NAP1L1(INDUCES),1
MEK1(DISRUPTS),1
CDCA2(DISRUPTS),1
YY1(INDUCES),1
RACK7(INDUCES),1
FOXM1(INDUCES),1
BUB1B(INDUCES),1
acinus(INDUCES),1
LTBP1(INDUCES),1
Rab7(DISRUPTS),1
TEAD3(INDUCES),1
NCK2(DISRUPTS),1
NRF1(INDUCES),1
EPS8(DISRUPTS),1
NCK1(DISRUPTS),1
SLC26A3(INDUCES),1
RCV1(DISRUPTS),1
MMP9(INDUCES),1
RBBP4(DISRUPTS),1
PRRC2C iso2(INDUCES),1
USP36(INDUCES),1
NFAT2(INDUCES),1
Ku70(NOT_REPORTED),1
COX4I1(DISRUPTS),1
HIGD1A(DISRUPTS),1
COX1(INDUCES),1
TEAD2(INDUCES),1
DFNA5(DISRUPTS),1
ROD1(INDUCES),1
ZWILCH(INDUCES),1
E2A(INDUCES),1
TCF12(DISRUPTS),1
AMFR(DISRUPTS),1
USF1(INDUCES),1
CDK5R1(DISRUPTS),1
TIF1B(INDUCES),1
CALCOCO1(INDUCES),1
BIM(DISRUPTS),1
CCNF(INDUCES),1
ATP6V1A(INDUCES),1
DCP1A(DISRUPTS),1
NUP214(INDUCES),1
NUP85(INDUCES),1
NUP155(INDUCES),1
NUP88(INDUCES),1
PSME1(INDUCES),1
BCOR(INDUCES),1
AREL1 iso2(INDUCES),1
DCP1B(DISRUPTS),1
PJA1(INDUCES),1
ARPC3(DISRUPTS),1
DDX6(DISRUPTS),1
hnRNP A2/B1(INDUCES),1
tensin 3(INDUCES),1
AP-2 beta(INDUCES),1
NPHS2(INDUCES),1
LIN52(INDUCES),1
NUP35(INDUCES),1
PPP1R26(INDUCES),1
MYO1B(DISRUPTS),1
HECTD2(INDUCES),1
ACTR3B(DISRUPTS),1
MYO1C(DISRUPTS),1
CRKL(DISRUPTS),1
Vinculin(INDUCES),1
VASP(INDUCES),1
CD3E(DISRUPTS),1
Lu(INDUCES),1
SSRP1(INDUCES),1
MRLC2V(INDUCES),1
SPT16(INDUCES),1
DYN1(DISRUPTS),1
CCNO(INDUCES),1
MPG(INDUCES),1
XRCC1(DISRUPTS),1
TRIM35(DISRUPTS),1
CD36(DISRUPTS),1
TOM20(DISRUPTS),1
ARF6(INDUCES),1
RAB27A(DISRUPTS),1
CDK5RAP2(INDUCES),1
TAF1B(DISRUPTS),1
HADHA(INDUCES),1
HADHB(INDUCES),1
POLR1B(DISRUPTS),1
ANXA1(INDUCES),1
LARP(INDUCES),1
PDE4DIP(INDUCES),1
AKAP5(DISRUPTS),1
G6PI(INDUCES),1
AKAP9(INDUCES),1
LARP2(INDUCES),1
RAD21(INDUCES),1
PRDX2(DISRUPTS),1
eIF3S6IP(DISRUPTS),1
HERC2(INDUCES),1
TAF4(DISRUPTS),1
TAF1C(DISRUPTS),1
RILPL2(INDUCES),1
TBC1D20(DISRUPTS),1
TNKS(INDUCES),1
PSMD10(INDUCES),1
5-HT(2A)(DISRUPTS),1
PDGFRA(INDUCES),1
TOP3A(DISRUPTS),1
SMG5(INDUCES),1
CUL3(DISRUPTS),1
CTIF(DISRUPTS),1
UPF2(DISRUPTS),1
EST1A(INDUCES),1
UBA52(DISRUPTS),1
PPP1R13B(DISRUPTS),1
MEN1(DISRUPTS),1
FBXL2(DISRUPTS),1
CD2AP(INDUCES),1
SP100(INDUCES),1
Arp3(DISRUPTS),1
TUBB2B(INDUCES),1
AP1M2(INDUCES),1
BORA(DISRUPTS),1
AP1AR(DISRUPTS),1
G-alpha i2(DISRUPTS),1
PEX14(INDUCES),1
STLK3(INDUCES),1
CPEB(INDUCES),1
KIF20B(INDUCES),1
NF1(DISRUPTS),1
STX3(DISRUPTS),1
RP1(INDUCES),1
PTP1B(DISRUPTS),1
DGKA(DISRUPTS),1
STX17(INDUCES),1
CTCF(DISRUPTS),1
CHD-1(DISRUPTS),1
POLH(INDUCES),1
CHD-3(INDUCES),1
PKN2(INDUCES),1
AMPD2(INDUCES),1
CDK8(INDUCES),1
MTA3(DISRUPTS),1
UBR1(DISRUPTS),1
FBXL10(DISRUPTS),1
VPS33B(DISRUPTS),1
PYGO1(DISRUPTS),1
COPS5(INDUCES),1
TRPC6(DISRUPTS),1
DVL1(DISRUPTS),1
PTGIR(INDUCES),1
CLCC1(INDUCES),1
MTA1(DISRUPTS),1
HUWE1(INDUCES),1
TBK1(DISRUPTS),1
RALA(INDUCES),1
BRAF(INDUCES),1
PLEKHO1(INDUCES),1
RAD23A(DISRUPTS),1
SCAI(INDUCES),1
MCM6(INDUCES),1
CTIF(INDUCES),1
ATP6V0A2(DISRUPTS),1
Actinfilin(DISRUPTS),1
snRNP C(INDUCES),1
snRNP B1(INDUCES),1
snRNP A(INDUCES),1
SF2(INDUCES),1
HLA-DQB1(INDUCES),1
SULT2B1(INDUCES),1
RFC1(DISRUPTS),1
HSP75(DISRUPTS),1
DAPK2(INDUCES),1
DAPK2(DISRUPTS),1
CAMK1A(DISRUPTS),1
ALK2(DISRUPTS),1
NEDD4L(INDUCES),1
TGFBR1(INDUCES),1
eIF3-theta(INDUCES),1
TRDN(INDUCES),1
ATRX(INDUCES),1
UHRF1(DISRUPTS),1
Actinfilin(INDUCES),1
eIF3-zeta(INDUCES),1
MGAT5(INDUCES),1
REPS2(DISRUPTS),1
EIF3C(INDUCES),1
KIF23(INDUCES),1
TPM1(DISRUPTS),1
Ig-alpha(DISRUPTS),1
SENP3(INDUCES),1
coronin 2A(DISRUPTS),1
coronin 2A(INDUCES),1
hnRNP A1(DISRUPTS),1
hnRNP A3(DISRUPTS),1
POLR2A(DISRUPTS),1
UBE3C(DISRUPTS),1
TNNT1(DISRUPTS),1
NME1(INDUCES),1
TSC1(DISRUPTS),1
CHFR(DISRUPTS),1
PHC1(DISRUPTS),1
Hic-5(DISRUPTS),1
XRN2(INDUCES),1
PJA2(INDUCES),1
AGTRAP(DISRUPTS),1
MYH9(INDUCES),1
ACE(INDUCES),1
BRCA1(NOT_REPORTED),1
CBX8(DISRUPTS),1
RNF20(INDUCES),1
BMF(DISRUPTS),1
Zyxin(DISRUPTS),1
LPP(INDUCES),1
Rab4(INDUCES),1
KCNN4(INDUCES),1
CXCR4(DISRUPTS),1
PRUNE(INDUCES),1
DGCR8(INDUCES),1
TXA2-R iso2(INDUCES),1
NRF2(DISRUPTS),1
NMDAR1(DISRUPTS),1
SLC34A1(DISRUPTS),1
KLC1(INDUCES),1
HLAA(INDUCES),1
RRAGC(DISRUPTS),1
SREBP-1(DISRUPTS),1
KHDRBS1(DISRUPTS),1
SHFM1(INDUCES),1
Stargazin(DISRUPTS),1
CD82(INDUCES),1
SERPINE1(DISRUPTS),1
Securin(INDUCES),1
RFC2(DISRUPTS),1
SKAP55(INDUCES),1
MYL5(INDUCES),1
DBN1(INDUCES),1
liprin alpha 1(DISRUPTS),1
ALG2(INDUCES),1
mucolipin 1(INDUCES),1
FOXA1(INDUCES),1
VAPB(DISRUPTS),1
Desmoplakin(DISRUPTS),1
